UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Mechanical Power,Torque Speed Ratio,Tool Wear Risk,Temperature Stress,Temperature_Torque_Interaction,Speed_Torque_Interaction,Wear_Power_Interaction
5100,L,304.2,313.5,1438,50.1,100,0,9.300000000000011,7544.409093889744,0.03484005560859523,0.4,95366.7,465.9300000000006,72043.8,754440.9093889744
5101,M,304.2,313.5,1437,47.2,102,0,9.300000000000011,7102.763998648092,0.03284620735362129,0.408,95366.7,438.96000000000055,67826.40000000001,724481.9278621053
5102,M,304.1,313.4,1518,42.4,105,0,9.299999999999955,6740.098542717685,0.027931488782653825,0.42,95304.94,394.31999999999806,64363.2,707710.3469853569
5103,M,304.1,313.5,1587,33.6,108,0,9.399999999999977,5583.992446196642,0.02117202267096911,0.432,95335.35,315.83999999999924,53323.200000000004,603071.1841892373
5104,L,304.1,313.4,1399,43.7,111,0,9.299999999999955,6402.178364922056,0.031236597547364832,0.444,95304.94,406.40999999999804,61136.3,710641.7985063483
5105,L,304.1,313.5,1469,44.6,113,0,9.399999999999977,6860.9660840767965,0.03036078963215739,0.452,95335.35,419.239999999999,65517.4,775289.167500678
5106,L,304.1,313.4,1374,56.6,115,0,9.299999999999955,8143.887804047749,0.041193595312086176,0.46,95304.94,526.3799999999975,77768.40000000001,936547.0974654912
5107,L,304.0,313.3,1519,36.7,117,0,9.300000000000011,5837.843604582209,0.02416063197882776,0.468,95243.2,341.31000000000046,55747.3,683027.7017361184
5108,L,303.9,313.2,1540,44.4,119,0,9.300000000000011,7160.317976061856,0.02883116881244729,0.476,95181.48,412.92000000000047,68376.0,852077.8391513609
5109,L,303.9,313.3,1394,51.6,121,0,9.400000000000034,7532.533873659176,0.03701578189597146,0.484,95211.87,485.0400000000018,71930.40000000001,911436.5987127603
5110,M,304.0,313.4,1389,45.8,123,0,9.399999999999977,6661.872885643299,0.03297336210729059,0.492,95273.59999999999,430.51999999999896,63616.2,819410.3649341258
5111,M,304.0,313.5,1732,26.2,126,0,9.5,4752.014935721969,0.015127020776485553,0.504,95304.0,248.9,45378.4,598753.881900968
5112,L,304.1,313.6,1556,37.4,129,0,9.5,6094.103317335528,0.024035989701776353,0.516,95365.76000000001,355.3,58194.399999999994,786139.3279362831
5113,M,304.1,313.6,1441,43.7,131,0,9.5,6594.381003468679,0.03032616236618587,0.524,95365.76000000001,415.15000000000003,62971.700000000004,863863.911454397
5114,L,304.1,313.6,1382,46.7,134,0,9.5,6758.550163569769,0.033791606343131976,0.536,95365.76000000001,443.65000000000003,64539.4,905645.721918349
5115,M,304.2,313.8,1481,44.9,136,0,9.600000000000023,6963.5390842165025,0.030317353119299555,0.544,95457.96,431.040000000001,66496.9,947041.3154534444
5116,M,304.2,313.7,2113,18.4,139,0,9.5,4071.4203032482756,0.00870799810283578,0.556,95427.54,174.79999999999998,38879.2,565927.4221515103
5117,L,304.2,313.8,1401,53.9,142,0,9.600000000000023,7907.797116130475,0.038472519601375786,0.568,95457.96,517.4400000000012,75513.9,1122907.1904905275
5118,L,304.1,313.6,1611,31.4,144,0,9.5,5297.290700630037,0.01949099936716884,0.576,95365.76000000001,298.3,50585.399999999994,762809.8608907253
5119,M,304.2,313.6,1512,33.4,146,0,9.400000000000034,5288.431409346914,0.022089947075337336,0.584,95397.12000000001,313.9600000000011,50500.799999999996,772110.9857646495
5120,L,304.2,313.6,1411,46.0,149,0,9.400000000000034,6796.940425796637,0.03260099218100567,0.596,95397.12000000001,432.40000000000157,64906.0,1012744.123443699
5121,M,304.2,313.6,1424,43.7,151,0,9.400000000000034,6516.5846973902835,0.030688202225640306,0.604,95397.12000000001,410.7800000000015,62228.8,984004.2893059328
5122,L,304.2,313.6,1469,40.0,154,0,9.400000000000034,6153.332810831208,0.027229407741845194,0.616,95397.12000000001,376.00000000000136,58760.0,947613.252868006
5123,H,304.2,313.5,1684,29.8,156,0,9.300000000000011,5255.17241512091,0.017695961984741115,0.624,95366.7,277.1400000000003,50183.200000000004,819806.896758862
5124,M,304.2,313.5,1532,41.3,161,0,9.300000000000011,6625.786458029064,0.026958224525484183,0.644,95366.7,384.09000000000043,63271.6,1066751.6197426794
5125,M,304.2,313.5,1557,37.3,164,0,9.300000000000011,6081.714970304873,0.023956326253078784,0.656,95366.7,346.8900000000004,58076.1,997401.2551299991
5126,M,304.3,313.5,1416,48.1,167,0,9.199999999999989,7132.420633297979,0.03396892652968296,0.668,95398.05,442.51999999999947,68109.6,1191114.2457607626
5127,L,304.3,313.5,1802,25.4,170,0,9.199999999999989,4793.106967630923,0.014095449492732823,0.68,95398.05,233.6799999999997,45770.799999999996,814828.1844972569
5128,M,304.3,313.5,2245,15.1,172,0,9.199999999999989,3549.9473386789064,0.006726057903462781,0.688,95398.05,138.91999999999982,33899.5,610590.9422527719
5129,L,304.2,313.4,1434,42.5,175,0,9.199999999999989,6382.145475767665,0.029637377943070167,0.7,95336.27999999998,390.99999999999955,60945.0,1116875.4582593413
5130,M,304.1,313.3,1725,28.3,177,0,9.199999999999989,5112.1566455539905,0.016405797091938668,0.708,95274.53000000001,260.3599999999997,48817.5,904851.7262630563
5131,L,304.2,313.3,1668,35.7,180,0,9.100000000000023,6235.810089963453,0.021402877685010264,0.72,95305.86,324.87000000000086,59547.600000000006,1122445.8161934216
5132,L,304.1,313.3,1452,43.9,182,0,9.199999999999989,6675.130406641448,0.030234159758791897,0.728,95274.53000000001,403.8799999999995,63742.799999999996,1214873.7340087434
5133,L,304.1,313.3,1415,50.0,184,0,9.199999999999989,7408.922674715928,0.03533568902096417,0.736,95274.53000000001,459.99999999999943,70750.0,1363241.7721477307
5134,L,304.1,313.2,1824,25.8,186,0,9.099999999999966,4928.027900127094,0.014144736834350472,0.744,95244.12000000001,234.77999999999912,47059.200000000004,916613.1894236394
5135,L,304.1,313.3,1438,45.5,188,0,9.199999999999989,6851.708857724218,0.031641168267287086,0.752,95274.53000000001,418.59999999999945,65429.0,1288121.2652521532
5136,L,304.1,313.3,1883,24.5,190,0,9.199999999999989,4831.088822812824,0.013011152409447077,0.76,95274.53000000001,225.39999999999972,46133.5,917906.8763344366
5137,L,304.2,313.4,1735,28.9,192,0,9.199999999999989,5250.80560133242,0.016657060509131374,0.768,95336.27999999998,265.87999999999965,50141.5,1008154.6754558247
5138,L,304.3,313.5,1464,36.7,194,0,9.199999999999989,5626.466778873176,0.0250683059938058,0.776,95398.05,337.6399999999996,53728.8,1091534.555101396
5139,M,304.3,313.6,1489,40.3,196,0,9.300000000000011,6283.886929538888,0.027065144374032808,0.784,95428.48000000001,374.7900000000004,60006.7,1231641.838189622
5140,M,304.4,313.6,1510,38.9,199,0,9.200000000000045,6151.133695973695,0.02576158938691285,0.796,95459.84,357.88000000000176,58739.0,1224075.6054987651
5141,M,304.3,313.6,1585,32.1,202,0,9.300000000000011,5327.98406085561,0.02025236591782185,0.808,95428.48000000001,298.53000000000037,50878.5,1076252.7802928332
5142,L,304.4,313.7,1509,35.0,205,1,9.300000000000011,5530.77386664483,0.023194168308022418,0.82,95490.27999999998,325.5000000000004,52815.0,1133808.6426621901
5143,L,304.4,313.6,1568,39.1,0,0,9.200000000000045,6420.242522680197,0.024936224473892713,0.0,95459.84,359.7200000000018,61308.8,0.0
5144,M,304.3,313.5,1525,42.0,2,0,9.199999999999989,6707.300315414208,0.027540983588497714,0.008,95398.05,386.3999999999995,64050.0,13414.600630828416
5145,L,304.4,313.7,1607,33.5,5,0,9.300000000000011,5637.535656989324,0.020846297435689918,0.02,95490.27999999998,311.5500000000004,53834.5,28187.678284946618
5146,L,304.5,313.7,1670,32.9,7,0,9.199999999999989,5753.617505539467,0.01970059879059844,0.028,95521.65,302.6799999999996,54943.0,40275.322538776265
5147,L,304.4,313.6,1585,38.9,9,0,9.200000000000045,6456.653581535303,0.02454258673530436,0.036,95459.84,357.88000000000176,61656.5,58109.88223381773
5148,L,304.4,313.6,1569,38.4,11,0,9.200000000000045,6309.323358057453,0.02447418736489854,0.044,95459.84,353.28000000000173,60249.6,69402.55693863198
5149,L,304.4,313.6,1507,43.1,13,0,9.200000000000045,6801.726118605606,0.028599867267020657,0.052,95459.84,396.52000000000197,64951.700000000004,88422.43954187288
5150,L,304.3,313.5,1452,41.5,15,0,9.199999999999989,6310.203004000458,0.028581267197946784,0.06,95398.05,381.7999999999995,60258.0,94653.04506000687
5151,L,304.3,313.5,1590,29.8,17,0,9.199999999999989,4961.831437079719,0.018742138352992366,0.068,95398.05,274.1599999999997,47382.0,84351.13443035522
5152,L,304.3,313.6,1409,56.0,19,0,9.300000000000011,8262.807557961634,0.0397444996169308,0.076,95428.48000000001,520.8000000000006,78904.0,156993.34360127104
5153,L,304.3,313.5,2643,12.7,21,0,9.199999999999989,3515.0337723220114,0.004805145665983676,0.084,95398.05,116.83999999999985,33566.1,73815.70921876223
5154,L,304.2,313.4,1644,31.7,23,0,9.199999999999989,5457.449094110044,0.019282238431093526,0.092,95336.27999999998,291.63999999999965,52114.799999999996,125521.32916453101
5155,L,304.2,313.4,1568,37.6,25,0,9.199999999999989,6173.941658638757,0.023979591821441586,0.1,95336.27999999998,345.91999999999956,58956.8,154348.5414659689
5156,H,304.2,313.3,1625,37.3,27,0,9.100000000000023,6347.326157190377,0.022953846139720707,0.108,95305.86,339.4300000000008,60612.49999999999,171377.80624414017
5157,L,304.2,313.4,1482,41.4,32,0,9.199999999999989,6425.0596314157,0.027935222653215096,0.128,95336.27999999998,380.87999999999954,61354.799999999996,205601.9082053024
5158,H,304.1,313.3,1397,49.6,34,0,9.199999999999989,7256.157495947368,0.035504652802072545,0.136,95274.53000000001,456.3199999999994,69291.2,246709.35486221052
5159,L,304.1,313.3,1459,50.3,39,0,9.199999999999989,7685.141972795054,0.03447566824230591,0.156,95274.53000000001,462.7599999999994,73387.7,299720.5369390071
5160,L,304.2,313.4,1490,44.0,41,0,9.199999999999989,6865.427145644894,0.02953020132246295,0.164,95336.27999999998,404.7999999999995,65560.0,281482.5129714407
5161,L,304.1,313.2,1434,50.1,43,0,9.099999999999966,7523.423254963765,0.03493723846936036,0.172,95244.12000000001,455.9099999999983,71843.40000000001,323507.19996344193
5162,M,304.1,313.2,2028,18.9,45,0,9.099999999999966,4013.824437932463,0.009319526622623506,0.18,95244.12000000001,171.98999999999936,38329.2,180622.09970696084
5163,L,304.2,313.3,1464,45.9,48,0,9.100000000000023,7036.916216628848,0.03135245899497782,0.192,95305.86,417.690000000001,67197.59999999999,337771.9783981847
5164,M,304.2,313.4,1713,23.5,50,0,9.199999999999989,4215.546102219464,0.01371862229204984,0.2,95336.27999999998,216.19999999999973,40255.5,210777.3051109732
5165,M,304.3,313.4,1624,32.1,53,0,9.099999999999966,5459.0827222899115,0.01976600984004556,0.212,95367.62,292.10999999999893,52130.4,289331.3842813653
5166,L,304.2,313.4,1421,43.4,56,0,9.199999999999989,6458.213905886585,0.030541871899689037,0.224,95336.27999999998,399.2799999999995,61671.4,361659.97872964875
5167,H,304.2,313.5,1546,41.4,58,0,9.300000000000011,6702.525094580751,0.026778783941281508,0.232,95366.7,385.02000000000044,64004.399999999994,388746.4554856836
5168,L,304.2,313.4,1639,32.7,63,0,9.199999999999989,5612.486691564702,0.019951189737674686,0.252,95336.27999999998,300.83999999999963,53595.3,353586.6615685762
5169,H,304.1,313.4,1696,29.6,65,0,9.299999999999955,5257.099258615112,0.01745283017838866,0.26,95304.94,275.27999999999867,50201.600000000006,341711.4518099823
5170,L,304.1,313.3,1470,39.9,70,0,9.199999999999989,6142.127797033404,0.02714285712439261,0.28,95274.53000000001,367.07999999999953,58653.0,429948.9457923383
5171,M,304.1,313.3,1480,38.4,72,0,9.199999999999989,5951.433122960504,0.0259459459284149,0.288,95274.53000000001,353.2799999999996,56832.0,428503.1848531563
5172,M,304.2,313.4,1329,54.5,75,0,9.199999999999989,7584.904223194517,0.04100827686906826,0.3,95336.27999999998,501.3999999999994,72430.5,568867.8167395887
5173,L,304.2,313.4,1740,28.2,78,0,9.199999999999989,5138.388944211465,0.016206896542409827,0.312,95336.27999999998,259.43999999999966,49068.0,400794.3376484943
5174,M,304.2,313.5,1739,28.1,80,0,9.300000000000011,5117.225081701782,0.0161587118941008,0.32,95366.7,261.3300000000003,48865.9,409378.00653614255
5175,M,304.2,313.5,1390,47.8,83,0,9.300000000000011,6957.7899696604345,0.034388489183893166,0.332,95366.7,444.54000000000053,66442.0,577496.567481816
5176,L,304.2,313.4,1740,23.7,86,0,9.199999999999989,4318.433261624529,0.01362068964734443,0.344,95336.27999999998,218.03999999999974,41238.0,371385.2604997095
5177,M,304.0,313.3,1844,27.1,88,0,9.300000000000011,5233.097490741686,0.014696312356455361,0.352,95243.2,252.0300000000003,49972.4,460512.5791852684
5178,H,304.0,313.1,1388,53.2,91,0,9.100000000000023,7732.67426964387,0.03832853023175178,0.364,95182.40000000001,484.12000000000126,73841.6,703673.3585375921
5179,H,304.0,313.2,1517,43.1,96,0,9.199999999999989,6846.860333062179,0.028411338148707093,0.384,95212.8,396.5199999999995,65382.700000000004,657298.5919739692
5180,M,304.0,313.1,1450,42.8,101,0,9.100000000000023,6498.908002726084,0.029517241358953623,0.404,95182.40000000001,389.4800000000009,62059.99999999999,656389.7082753346
5181,L,304.0,313.2,1584,38.7,104,0,9.199999999999989,6419.40476463924,0.024431818166394056,0.416,95212.8,356.03999999999957,61300.8,667618.095522481
5182,L,304.0,313.1,1720,28.7,106,0,9.100000000000023,5169.385991726885,0.016686046501926715,0.424,95182.40000000001,261.17000000000064,49364.0,547954.9151230498
5183,L,303.9,313.1,1586,31.9,108,0,9.200000000000045,5298.1284586709935,0.020113493051630835,0.432,95151.09,293.48000000000144,50593.399999999994,572197.8735364673
5184,M,303.9,313.0,1901,22.5,110,0,9.100000000000023,4479.125725855647,0.011835875848587123,0.44,95120.7,204.7500000000005,42772.5,492703.8298441212
5185,L,304.0,313.0,1397,42.4,113,0,9.0,6202.844311051783,0.030350751588868463,0.452,95152.0,381.59999999999997,59232.799999999996,700921.4071488514
5186,L,304.0,313.0,2012,21.1,115,0,9.0,4445.68870804594,0.010487077529578987,0.46,95152.0,189.9,42453.200000000004,511254.2014252831
5187,L,304.0,313.0,2354,15.0,117,0,9.0,3697.654553275186,0.006372132537649901,0.468,95152.0,135.0,35310.0,432625.5827331968
5188,L,304.0,313.1,1648,35.7,119,0,9.100000000000023,6161.0401848080155,0.021662621346078506,0.476,95182.40000000001,324.87000000000086,58833.600000000006,733163.7819921538
5189,L,304.0,313.2,1632,30.6,121,0,9.199999999999989,5229.620794871714,0.01874999998851103,0.484,95212.8,281.51999999999964,49939.200000000004,632784.1161794774
5190,M,304.1,313.2,1427,46.9,123,0,9.099999999999966,7008.505747064885,0.03286615274501321,0.492,95244.12000000001,426.7899999999984,66926.3,862046.2068889809
5191,L,304.1,313.2,1452,48.0,126,0,9.099999999999966,7298.548052819807,0.0330578512169023,0.504,95244.12000000001,436.79999999999836,69696.0,919617.0546552957
5192,L,304.0,313.2,1416,46.0,128,0,9.199999999999989,6821.025969474159,0.032485875683272686,0.512,95212.8,423.1999999999995,65136.0,873091.3240926923
5193,L,303.9,313.1,1310,62.9,130,0,9.200000000000045,8628.803102104845,0.04801526713891964,0.52,95151.09,578.6800000000028,82399.0,1121744.4032736297
5194,H,304.0,313.1,1408,39.8,132,0,9.100000000000023,5868.327525297541,0.028267045434469423,0.528,95182.40000000001,362.18000000000086,56038.399999999994,774619.2333392753
5195,M,303.9,313.1,1668,34.4,137,0,9.200000000000045,6008.735772961982,0.020623501186676555,0.548,95151.09,316.48000000000155,57379.2,823196.8008957915
5196,L,303.9,313.0,1551,36.8,140,0,9.100000000000023,5977.0685190137965,0.023726627966649493,0.56,95120.7,334.8800000000008,57076.799999999996,836789.5926619315
5197,H,303.9,313.0,1517,36.0,142,0,9.100000000000023,5718.9552665948595,0.023731048105648616,0.568,95120.7,327.6000000000008,54612.0,812091.6478564701
5198,H,303.8,312.9,1570,35.8,147,0,9.099999999999966,5885.878556255596,0.022802547756176718,0.588,95059.01999999999,325.7799999999988,56205.99999999999,865224.1477695726
5199,L,303.8,312.8,1428,53.3,152,0,9.0,7970.471889569591,0.037324929945850883,0.608,95028.64000000001,479.7,76112.4,1211511.7272145778
5200,L,303.8,312.8,1503,40.0,154,0,9.0,6295.751677793945,0.0266134397693856,0.616,95028.64000000001,360.0,60120.0,969545.7583802675
5201,L,303.8,312.8,1416,58.7,156,0,9.0,8704.222269742024,0.041454802230611015,0.624,95028.64000000001,528.3000000000001,83119.2,1357858.6740797558
5202,M,303.7,312.7,1396,47.3,158,0,9.0,6914.72920635523,0.03388252146570019,0.632,94966.98999999999,425.7,66030.8,1092527.2146041263
5203,L,303.7,312.7,1335,51.1,161,0,9.0,7143.82461463051,0.03827715352938041,0.644,94966.98999999999,459.90000000000003,68218.5,1150155.7629555122
5204,M,303.7,312.6,1671,30.5,163,0,8.900000000000034,5337.09467955102,0.01825254337627017,0.652,94936.62000000001,271.45000000000107,50965.5,869946.4327668162
5205,L,303.7,312.7,1989,22.4,166,0,9.0,4665.642081699273,0.011261940668043266,0.664,94966.98999999999,201.6,44553.6,774496.5855620793
5206,L,303.7,312.7,1468,43.3,168,0,9.0,6656.4484023281,0.02949591278644692,0.672,94966.98999999999,389.7,63564.399999999994,1118283.331591121
5207,H,303.7,312.6,1711,27.6,170,0,8.900000000000034,4945.243827868766,0.01613091758262366,0.68,94936.62000000001,245.64000000000095,47223.600000000006,840691.4507376902
5208,M,303.8,312.7,1488,41.3,175,0,8.899999999999977,6435.489719025619,0.02775537632543321,0.7,94998.26,367.569999999999,61454.399999999994,1126210.7008294833
5209,L,303.8,312.7,1664,29.3,178,0,8.899999999999977,5105.632604810036,0.017608173066341243,0.712,94998.26,260.76999999999936,48755.200000000004,908802.6036561865
5210,M,303.8,312.7,1507,38.5,180,0,8.899999999999977,6075.7878321651,0.025547445238521933,0.72,94998.26,342.6499999999991,58019.5,1093641.809789718
5211,L,303.7,312.6,1466,42.5,183,0,8.900000000000034,6524.564342730402,0.028990450184863265,0.732,94936.62000000001,378.2500000000015,62305.0,1193995.2747196637
5212,L,303.7,312.5,1433,53.6,185,0,8.800000000000011,8043.3987270349235,0.0374040474267941,0.74,94906.25,471.68000000000063,76808.8,1488028.7645014608
5213,L,303.7,312.5,1397,45.7,187,0,8.800000000000011,6685.612854128926,0.032712956311587,0.748,94906.25,402.16000000000054,63842.9,1250209.6037221092
5214,M,303.7,312.6,1429,43.3,189,0,8.900000000000034,6479.608151857531,0.030300909705877597,0.756,94936.62000000001,385.3700000000014,61875.7,1224645.9407010733
5215,L,303.7,312.7,1572,37.2,192,0,9.0,6123.843727789512,0.023664122122351066,0.768,94966.98999999999,334.8,58478.4,1175777.9957355862
5216,M,303.7,312.7,1532,42.7,194,0,9.0,6850.389388809711,0.027872062644992125,0.776,94966.98999999999,384.3,65416.4,1328975.541429084
5217,M,303.7,312.7,1316,51.8,197,0,9.0,7138.620042801063,0.03936170209774946,0.788,94966.98999999999,466.2,68168.8,1406308.1484318094
5218,M,303.8,312.8,1420,47.9,200,0,9.0,7122.8283037290175,0.03373239434244197,0.8,95028.64000000001,431.09999999999997,68018.0,1424565.6607458035
5219,L,303.8,312.9,1589,37.2,203,0,9.099999999999966,6190.068500927185,0.023410950268463845,0.812,95059.01999999999,338.51999999999873,59110.8,1256583.9056882185
5220,L,303.8,313.0,1365,59.9,205,1,9.199999999999989,8562.2536977263,0.04388278385063532,0.82,95089.40000000001,551.0799999999994,81763.5,1755262.0080338917
5221,L,303.8,313.0,1633,32.9,207,0,9.199999999999989,5626.142147632304,0.02014696875679916,0.828,95089.40000000001,302.6799999999996,53725.7,1164611.4245598868
5222,L,303.9,313.0,1626,31.4,209,0,9.100000000000023,5346.613705291396,0.019311193100054615,0.836,95120.7,285.7400000000007,51056.399999999994,1117442.2644059018
5223,L,303.9,313.1,1665,29.6,0,0,9.200000000000045,5161.008411317312,0.017777777767100433,0.0,95151.09,272.32000000000136,49284.0,0.0
5224,M,303.9,313.2,1350,47.2,2,0,9.300000000000011,6672.742796224721,0.03496296293706447,0.008,95181.48,438.96000000000055,63720.00000000001,13345.485592449442
5225,L,303.9,313.2,1590,31.9,5,0,9.300000000000011,5311.490699424263,0.020062893069142832,0.02,95181.48,296.67000000000036,50721.0,26557.453497121314
5226,M,304.0,313.2,1437,53.9,7,0,9.199999999999989,8110.995328964664,0.03750869865169888,0.028,95212.8,495.87999999999937,77454.3,56776.967302752644
5227,L,303.9,313.0,1403,48.3,10,0,9.100000000000023,7096.323733708232,0.034426229483659136,0.04,95120.7,439.53000000000105,67764.9,70963.23733708232
5228,L,303.9,313.1,1440,41.1,12,0,9.200000000000045,6197.733987001943,0.028541666646846063,0.048,95151.09,378.1200000000019,59184.0,74372.80784402332
5229,M,303.9,313.1,1343,61.4,14,0,9.200000000000045,8635.211951118168,0.04571854054674717,0.056,95151.09,564.8800000000027,82460.2,120892.96731565436
5230,H,303.9,313.1,1790,26.7,17,0,9.200000000000045,5004.871256433899,0.014916201108985361,0.068,95151.09,245.6400000000012,47793.0,85082.81135937628
5231,M,303.8,313.1,2117,18.6,22,0,9.300000000000011,4123.4660215427475,0.008786017945778926,0.088,95119.78000000001,172.98000000000022,39376.200000000004,90716.25247394045
5232,L,303.8,313.1,1458,42.2,25,0,9.300000000000011,6443.155205100379,0.028943758553536515,0.1,95119.78000000001,392.4600000000005,61527.600000000006,161078.88012750947
5233,L,303.6,312.9,1381,57.8,27,0,9.299999999999955,8358.919349210459,0.04185372915144552,0.108,94996.44,537.5399999999973,79821.8,225690.82242868238
5234,L,303.6,312.9,1450,45.3,29,0,9.299999999999955,6878.5171150348515,0.031241379288799043,0.116,94996.44,421.2899999999979,65685.0,199476.9963360107
5235,L,303.7,312.9,1461,50.1,31,0,9.199999999999989,7665.077667714128,0.03429158108535826,0.124,95027.73,460.91999999999945,73196.1,237617.40769913798
5236,M,303.7,312.9,1511,41.0,33,0,9.199999999999989,6487.493549418042,0.027134348095874023,0.132,95027.73,377.19999999999953,61951.0,214087.2871307954
5237,L,303.8,313.1,1394,45.4,36,0,9.300000000000011,6627.461974110979,0.03256814918754078,0.144,95119.78000000001,422.2200000000005,63287.6,238588.63106799524
5238,L,303.8,313.0,1499,42.3,38,0,9.199999999999989,6640.0388167008505,0.02821881252286937,0.152,95089.40000000001,389.1599999999995,63407.7,252321.4750346323
5239,L,303.7,313.0,1457,44.1,40,0,9.300000000000011,6728.631729532083,0.03026767328053008,0.16,95058.09999999999,410.1300000000005,64253.700000000004,269145.2691812833
5240,L,303.7,313.0,1753,29.0,42,0,9.300000000000011,5323.6381910181435,0.016543069015092372,0.168,95058.09999999999,269.70000000000033,50837.0,223592.80402276202
5241,L,303.7,313.0,1694,28.0,44,0,9.300000000000011,4967.067424835702,0.016528925610077374,0.176,95058.09999999999,260.4000000000003,47432.0,218550.9666927709
5242,L,303.7,313.1,1683,28.4,46,0,9.400000000000034,5005.311079405402,0.016874628629308,0.184,95088.47,266.96000000000095,47797.2,230244.3096526485
5243,L,303.7,313.1,1496,47.4,48,0,9.400000000000034,7425.7197234371215,0.03168449195743015,0.192,95088.47,445.5600000000016,70910.4,356434.54672498186
5244,L,303.7,313.1,1721,34.8,50,0,9.400000000000034,6271.749909920519,0.020220801847634626,0.2,95088.47,327.12000000000114,59890.799999999996,313587.49549602595
5245,L,303.6,313.0,1593,31.6,52,0,9.399999999999977,5271.466809017529,0.01983678592602838,0.208,95026.8,297.0399999999993,50338.8,274116.2740689115
5246,L,303.6,313.0,1575,38.3,54,0,9.399999999999977,6316.957428205676,0.024317460302020658,0.216,95026.8,360.01999999999913,60322.49999999999,341115.70112310647
5247,L,303.5,313.0,1465,41.0,56,0,9.5,6289.992091262364,0.027986348103763582,0.224,94995.5,389.5,60065.0,352239.5571106924
5248,L,303.6,313.1,1405,38.3,58,0,9.5,5635.127102621571,0.02725978645746634,0.232,95057.16000000002,363.84999999999997,53811.49999999999,326837.3719520511
5249,M,303.5,313.0,1902,21.6,60,0,9.5,4302.222643532006,0.011356466871000805,0.24,94995.5,205.20000000000002,41083.200000000004,258133.35861192038
5250,M,303.4,312.9,1422,39.9,63,0,9.5,5941.568522028231,0.028059071710225685,0.252,94933.85999999999,379.05,56737.799999999996,374318.8168877786
5251,L,303.5,312.9,1332,52.9,66,0,9.399999999999977,7378.847161045563,0.03971471468489886,0.264,94965.15,497.2599999999988,70462.8,487003.9126290071
5252,M,303.4,312.9,1307,54.3,68,0,9.5,7431.971492817765,0.0415455240692077,0.272,94933.85999999999,515.85,70970.09999999999,505374.061511608
5253,L,303.5,313.0,1322,59.5,71,0,9.5,8237.151217957318,0.04500756426247536,0.284,94995.5,565.25,78659.0,584837.7364749697
5254,L,303.5,313.0,1547,40.3,73,0,9.5,6528.65888515558,0.02605042015122791,0.292,94995.5,382.84999999999997,62344.1,476592.0986163573
5255,L,303.5,313.1,1897,23.6,75,0,9.600000000000023,4688.2196609030725,0.012440695828971695,0.3,95025.85,226.56000000000054,44769.200000000004,351616.47456773045
5256,M,303.5,313.0,1403,51.9,77,0,9.5,7625.24227286661,0.0369921596315095,0.308,94995.5,493.05,72815.7,587143.655010729
5257,L,303.5,313.0,1393,51.6,80,0,9.5,7527.1303342950005,0.037042354603702546,0.32,94995.5,490.2,71878.8,602170.4267436
5258,L,303.5,313.0,1482,38.5,82,0,9.5,5974.995067862427,0.025978407539825634,0.328,94995.5,365.75,57057.0,489949.59556471906
5259,M,303.5,312.9,1572,44.7,84,0,9.399999999999977,7358.489640650301,0.0284351144857283,0.336,94965.15,420.179999999999,70268.40000000001,618113.1298146253
5260,L,303.5,312.9,1544,36.9,87,0,9.399999999999977,5966.261440285448,0.023898963715091343,0.348,94965.15,346.85999999999916,56973.6,519064.745304834
5261,M,303.5,313.0,1492,46.1,89,0,9.5,7202.750420836342,0.030898123303687585,0.356,94995.5,437.95,68781.2,641044.7874544344
5262,L,303.4,312.8,1513,35.8,92,0,9.400000000000034,5672.187423958419,0.02366159945561031,0.368,94903.51999999999,336.5200000000012,54165.399999999994,521841.2430041745
5263,L,303.4,312.8,1449,43.9,94,0,9.400000000000034,6661.3388148921895,0.030296756362804166,0.376,94903.51999999999,412.6600000000015,63611.1,626165.8485998658
5264,L,303.5,312.8,1877,22.3,96,0,9.300000000000011,4383.26526201911,0.011880660622333158,0.384,94934.8,207.39000000000027,41857.1,420793.46515383455
5265,L,303.4,312.8,1376,53.4,98,0,9.400000000000034,7694.640054584407,0.03880813950668013,0.392,94903.51999999999,501.9600000000018,73478.4,754074.7253492719
5266,M,303.5,312.9,1883,23.3,100,0,9.399999999999977,4594.464064144441,0.012373871475106813,0.4,94965.15,219.01999999999947,43873.9,459446.4064144441
5267,M,303.4,312.8,1518,38.7,103,0,9.400000000000034,6151.929566112605,0.025494071129450548,0.412,94903.51999999999,363.78000000000134,58746.600000000006,633648.7453095984
5268,M,303.5,312.9,1438,42.8,106,0,9.399999999999977,6445.123936496627,0.02976356047999752,0.424,94965.15,402.319999999999,61546.399999999994,683183.1372686424
5269,L,303.4,312.9,1389,54.1,109,0,9.5,7869.155526491322,0.038948884061231905,0.436,94933.85999999999,513.95,75144.90000000001,857737.9523875541
5270,L,303.5,312.9,1504,44.8,111,0,9.399999999999977,7055.933324158579,0.029787234022747845,0.444,94965.15,421.119999999999,67379.2,783208.5989816022
5271,L,303.5,312.9,1275,64.4,113,0,9.399999999999977,8598.539092875264,0.05050980388195309,0.452,94965.15,605.3599999999985,82110.0,971634.9174949048
